miR-137 <-> miR-340/340-5p,26
miR-137 <-> miR-128,24
miR-137 <-> miR-200bc/429,24
miR-137 <-> miR-103/107,22
miR-137 <-> miR-590/590-3p,21
miR-137 <-> miR-182,21
miR-137 <-> miR-27ab,21
miR-137 <-> miR-30a/30a-5p/30b/30b-5p/30cde/384-5p,21
miR-137 <-> miR-495/1192,20
miR-137 <-> miR-144,19
miR-137 <-> miR-96/1271,19
miR-137 <-> miR-101,19
miR-137 <-> miR-17-5p/20/93.mr/106/519.d,18
miR-137 <-> miR-15/16/195/424/497,18
miR-137:2 <-> miR-137:1,17
miR-137:1 <-> miR-137:2,17
miR-137 <-> miR-124/506,17
miR-137 <-> miR-448,17
miR-137 <-> miR-543,16
miR-137 <-> miR-544,16
miR-137 <-> miR-218,16
miR-137 <-> miR-153,15
miR-137 <-> miR-374/374ab,15
miR-137 <-> miR-148/152,15
miR-137 <-> miR-203,15
miR-137 <-> miR-9,14
miR-137 <-> miR-138,14
miR-137 <-> miR-181,14
miR-137 <-> miR-19,14
miR-137 <-> miR-186,13
miR-137 <-> miR-539,13
miR-137 <-> miR-23ab,13
miR-137 <-> miR-202/202-3p,12
miR-137 <-> miR-135,12
miR-137 <-> miR-106/302,12
miR-137 <-> miR-139-5p,12
miR-137 <-> let-7/98,12
miR-137 <-> miR-125/351,12
miR-137 <-> miR-141/200a,11
miR-137 <-> miR-300,11
miR-137 <-> miR-130/301,11
miR-137 <-> miR-33/33ab,11
miR-137 <-> miR-365,11
miR-137 <-> miR-24,10
miR-137 <-> miR-221/222,10
miR-137 <-> miR-1/206,10
miR-137 <-> miR-494,9
miR-137 <-> miR-133,9
miR-137 <-> miR-155,9
miR-137 <-> miR-26ab/1297,9
miR-137 <-> miR-342/342-3p,9
miR-137 <-> miR-22,9
miR-137 <-> miR-410,9
miR-137 <-> miR-370,8
miR-137 <-> miR-25/32/92/92ab/363/367,8
miR-137 <-> miR-204/211,8
miR-137 <-> miR-217,8
miR-137 <-> miR-377,7
miR-137 <-> miR-145,7
miR-137 <-> miR-29abc,7
miR-137 <-> miR-190,7
miR-137 <-> miR-194,7
miR-137 <-> miR-31,7
miR-137 <-> miR-320/320abcd,7
miR-137 <-> miR-503,7
miR-137 <-> miR-214/761,7
miR-137 <-> miR-421,7
miR-137 <-> miR-361/361-5p,7
miR-137 <-> miR-149,6
miR-137 <-> miR-10,6
miR-137 <-> miR-140/140-5p/876-3p,6
miR-137 <-> miR-129/129-5p,6
miR-137 <-> miR-592/599,6
miR-137 <-> miR-142-3p,6
miR-137 <-> miR-433,6
miR-137:1 <-> miR-340/340-5p,5
miR-137 <-> miR-219/219-5p,5
miR-137 <-> miR-143,5
miR-137 <-> miR-18ab,5
miR-137 <-> miR-338/338-3p,5
miR-137 <-> miR-875-5p,5
miR-137 <-> miR-34a/34b-5p/34c/34c-5p/449/449abc/699,5
miR-137 <-> miR-874,5
miR-137 <-> miR-653,5
miR-137 <-> miR-425/489,5
miR-137 <-> miR-335/335-5p,5
miR-137 <-> miR-224,5
miR-137 <-> miR-25/32/92/92ab/363/367:1,5
miR-137 <-> miR-376/376ab/376b-3p,5
miR-137 <-> miR-340/340-5p:2,4
miR-137 <-> miR-7/7ab,4
miR-137 <-> miR-375,4
miR-137 <-> miR-134,4
miR-137 <-> miR-101:1,4
miR-137:1 <-> miR-124/506,4
miR-137 <-> miR-154,4
miR-137 <-> miR-290-5p/292-5p/371-5p,4
miR-137 <-> miR-27ab:1,4
miR-137 <-> miR-183,4
miR-137 <-> miR-192/215,4
miR-137 <-> miR-197,4
miR-137 <-> miR-216/216b,4
miR-137 <-> miR-216/216a,4
miR-137 <-> miR-376c,4
miR-137:1 <-> miR-96/1271,4
miR-137 <-> miR-153:1,4
miR-137:2 <-> miR-137:3,4
miR-137:1 <-> miR-135,4
miR-137:3 <-> miR-137:2,4
miR-137 <-> miR-448:2,4
miR-137 <-> miR-132/212,4
miR-137 <-> miR-504,4
miR-137 <-> miR-455/455-5p,4
miR-137 <-> miR-329/362-3p,4
miR-137 <-> miR-205,4
miR-137 <-> miR-29abc:2,4
miR-137:1 <-> miR-218,4
miR-137 <-> miR-125a-3p,4
miR-137 <-> miR-223,4
miR-137 <-> miR-193ab,4
miR-137 <-> miR-488,3
miR-137 <-> miR-340/340-5p:1,3
miR-137 <-> miR-99ab/100,3
miR-137 <-> miR-101:2,3
miR-137 <-> miR-146,3
miR-137 <-> miR-490/490-3p,3
miR-137 <-> miR-19:1,3
miR-137:1 <-> let-7/98,3
miR-137 <-> miR-144:1,3
miR-137 <-> miR-144:2,3
miR-137:1 <-> miR-25/32/92/92ab/363/367,3
miR-137:1 <-> miR-194,3
miR-137 <-> miR-485/485-5p,3
miR-137 <-> miR-30a/30a-5p/30b/30b-5p/30cde/384-5p:1,3
miR-137 <-> miR-30a/30a-5p/30b/30b-5p/30cde/384-5p:2,3
miR-137 <-> miR-141/200a:1,3
miR-137 <-> miR-141/200a:2,3
miR-137:2 <-> miR-25/32/92/92ab/363/367,3
miR-137 <-> miR-326/330/330-5p,3
miR-137:1 <-> miR-377,3
miR-137:1 <-> miR-138,3
miR-137:1 <-> miR-144,3
miR-137:1 <-> miR-202/202-3p,3
miR-137 <-> miR-448:1,3
miR-137:2 <-> miR-218,3
miR-137 <-> miR-218:2,3
miR-137:1 <-> miR-488,3
miR-137 <-> miR-21/590-5p,3
miR-137 <-> miR-876-5p,3
miR-137 <-> miR-505.hm,3
miR-137 <-> miR-486/486-5p,3
miR-137 <-> miR-124/506:1,3
miR-137 <-> miR-590/590-3p:2,3
miR-137 <-> miR-339-5p,3
miR-137:2 <-> miR-135,3
miR-137:2 <-> miR-134,3
miR-137:1 <-> miR-153,3
miR-137:1 <-> miR-7/7ab,3
miR-137:2 <-> miR-29abc,3
miR-137:1 <-> miR-148/152,3
miR-137:2 <-> miR-758,3
miR-137:2 <-> miR-182:2,3
miR-137:1 <-> miR-128:1,3
miR-137:1 <-> miR-300,3
miR-137 <-> miR-196ab,3
miR-137 <-> miR-128:1,3
miR-137 <-> miR-200bc/429:2,3
miR-137 <-> miR-431,3
miR-137:1 <-> miR-17-5p/20/93.mr/106/519.d,3
miR-137:1 <-> miR-101,3
miR-137 <-> miR-17-5p/20/93.mr/106/519.d:1,3
miR-137:2 <-> miR-300,3
miR-137:1 <-> miR-448,3
miR-137:1 <-> miR-205,3
miR-137 <-> miR-122,3
miR-137 <-> miR-129/129-5p:1,2
miR-137 <-> miR-496,2
miR-137 <-> miR-136,2
miR-137 <-> miR-378/422a,2
miR-137:2 <-> miR-21/590-5p,2
miR-137 <-> miR-495/1192:2,2
miR-137:1 <-> miR-129/129-5p,2
miR-137 <-> miR-135:2,2
miR-137 <-> miR-150,2
miR-137:2 <-> miR-340/340-5p,2
miR-137:2 <-> miR-141/200a,2
miR-137 <-> miR-384/384-3p,2
miR-137 <-> miR-130/301:2,2
miR-137 <-> miR-106/302:2,2
miR-137 <-> miR-106/302:1,2
miR-137 <-> miR-145:1,2
miR-137:2 <-> miR-30a/30a-5p/30b/30b-5p/30cde/384-5p:2,2
miR-137 <-> miR-191,2
miR-137:1 <-> miR-218:2,2
miR-137 <-> miR-499/499-5p,2
miR-137:1 <-> miR-21/590-5p,2
miR-137:2 <-> miR-144:2,2
miR-137:1 <-> miR-22,2
miR-137 <-> miR-299/299-3p,2
miR-137 <-> miR-324-5p,2
miR-137:2 <-> miR-124/506:1,2
miR-137:2 <-> miR-181,2
miR-137 <-> miR-494:2,2
miR-137:2 <-> miR-186,2
miR-137 <-> miR-1/206:2,2
miR-137 <-> miR-153:2,2
miR-137:1 <-> miR-199/199-5p,2
miR-137 <-> miR-199/199-5p,2
miR-137:1 <-> miR-106/302,2
miR-137 <-> miR-219/219-5p:2,2
miR-137:1 <-> miR-140/140-5p/876-3p,2
miR-137:1 <-> miR-221/222,2
miR-137:1 <-> miR-370,2
miR-137:2 <-> miR-9,2
miR-137 <-> miR-24:2,2
miR-137:2 <-> miR-384/384-3p,2
miR-137 <-> miR-28/28-5p/708,2
miR-137:2 <-> miR-128,2
miR-137:1 <-> miR-29abc,2
miR-137:1 <-> miR-99ab/100,2
miR-137:3 <-> miR-137:1,2
miR-137:2 <-> miR-326/330/330-5p,2
miR-137:1 <-> miR-137:3,2
miR-137 <-> miR-23ab:2,2
miR-137:2 <-> miR-27ab:2,2
miR-137 <-> miR-15/16/195/424/497:1,2
miR-137 <-> miR-15/16/195/424/497:2,2
miR-137:1 <-> miR-33/33ab,2
miR-137 <-> miR-7/7ab:2,2
miR-137:2 <-> miR-96/1271:2,2
miR-137:1 <-> miR-181,2
miR-137:1 <-> miR-182,2
miR-137 <-> miR-590/590-3p:1,2
miR-137:2 <-> miR-377,2
miR-137:1 <-> miR-329/362-3p,2
miR-137 <-> miR-208/208ab,2
miR-137:1 <-> miR-9,2
miR-137 <-> miR-33/33ab:1,2
miR-137:2 <-> miR-101:2,2
miR-137 <-> miR-33/33ab:2,2
miR-137:2 <-> miR-145,2
